id_service,id_product,id_client,id_employe,quantite,avis,date_service
19785,30,10066,38,4,1,21/11/2018 17:01:26
19786,65,8050,42,1,5,21/11/2018 17:43:24
19787,68,15592,54,8,2,21/11/2018 18:15:26
19788,19,4433,48,9,5,21/11/2018 18:19:52
19789,20,27473,61,9,2,21/11/2018 18:54:16
19790,21,17960,40,9,2,21/11/2018 19:43:32
19791,2,760,58,5,2,21/11/2018 20:07:13
19792,29,25706,41,2,2,21/11/2018 20:51:38
19793,59,20353,63,4,1,21/11/2018 21:45:14
19794,18,20091,40,8,1,21/11/2018 21:54:59
19795,50,14828,55,7,3,22/11/2018 00:13:05
19796,71,18096,40,2,1,22/11/2018 00:19:29
19797,2,10297,42,8,4,22/11/2018 01:16:58
19798,3,25630,50,2,2,22/11/2018 01:36:28
19799,44,18027,58,2,1,22/11/2018 02:08:24
19800,69,27191,65,2,4,22/11/2018 02:09:24
19801,68,1616,50,8,5,22/11/2018 02:33:11
19802,36,3026,63,7,2,22/11/2018 05:17:03
19803,60,23617,35,8,3,22/11/2018 05:42:09
19804,49,17475,59,2,1,22/11/2018 07:28:32
19805,38,19838,48,5,5,22/11/2018 07:29:01
19806,64,7741,46,1,3,22/11/2018 08:20:57
19807,4,11170,55,9,2,22/11/2018 08:40:16
19808,52,20763,51,9,1,22/11/2018 08:43:25
19809,61,29142,59,5,5,22/11/2018 10:15:08
19810,11,16152,47,4,5,22/11/2018 11:16:58
19811,7,9965,67,8,1,22/11/2018 11:21:18
19812,24,495,64,6,4,22/11/2018 11:22:02
19813,66,22188,35,2,2,22/11/2018 11:22:04
19814,59,26667,43,7,1,22/11/2018 11:23:39
19815,7,28215,40,3,3,22/11/2018 11:46:21
19816,13,21370,50,2,2,22/11/2018 11:51:34
19817,18,21095,46,4,4,22/11/2018 12:42:40
19818,68,18960,44,5,3,22/11/2018 13:21:01
19819,41,11389,53,7,3,22/11/2018 14:18:37
19820,30,17414,57,4,4,22/11/2018 15:05:02
19821,52,14434,66,3,1,22/11/2018 15:21:44
19822,55,7957,36,8,5,22/11/2018 15:24:42
19823,54,24466,50,6,3,22/11/2018 15:26:15
19824,38,2389,54,9,5,22/11/2018 16:34:12
19825,1,18737,66,8,5,22/11/2018 16:43:38
19826,16,8660,44,9,2,22/11/2018 17:47:42
19827,57,18339,36,9,2,22/11/2018 19:24:27
19828,15,16219,61,8,1,22/11/2018 19:35:18
19829,10,29484,34,1,1,22/11/2018 19:54:41
19830,6,11994,39,8,4,22/11/2018 20:52:22
19831,30,10529,57,2,1,22/11/2018 20:56:07
19832,2,2299,62,1,3,22/11/2018 21:10:00
19833,38,9081,49,7,5,22/11/2018 21:56:41
19834,59,17912,41,4,1,22/11/2018 22:15:23
19835,66,2863,53,3,4,22/11/2018 22:19:43
19836,29,15437,52,5,4,22/11/2018 22:29:11
19837,11,29353,49,6,5,22/11/2018 22:38:17
19838,1,6670,65,1,4,22/11/2018 23:04:30
19839,9,4294,56,1,4,23/11/2018 00:10:09
19840,20,15478,54,2,2,23/11/2018 00:51:44
19841,54,25431,66,1,2,23/11/2018 01:05:40
19842,17,3023,50,3,5,23/11/2018 01:06:53
19843,26,24853,38,7,3,23/11/2018 01:32:07
19844,31,20057,51,7,3,23/11/2018 01:50:37
19845,69,24230,46,4,3,23/11/2018 02:20:24
19846,3,24259,65,1,4,23/11/2018 02:31:51
19847,31,22746,34,7,2,23/11/2018 02:55:43
19848,18,27523,53,8,3,23/11/2018 02:58:53
19849,25,23616,63,7,1,23/11/2018 03:17:47
19850,37,24626,58,9,5,23/11/2018 04:51:18
19851,38,3103,42,4,1,23/11/2018 04:58:56
19852,30,6656,62,6,1,23/11/2018 05:41:36
19853,31,22645,59,6,5,23/11/2018 05:48:17
19854,66,27,40,4,3,23/11/2018 07:40:22
19855,65,22697,40,5,5,23/11/2018 07:40:22
19856,24,7514,61,4,1,23/11/2018 08:02:04
19857,41,14434,49,5,3,23/11/2018 08:10:17
19858,67,8150,67,2,3,23/11/2018 09:24:33
19859,1,22568,35,4,4,23/11/2018 09:26:50
19860,4,2273,52,5,4,23/11/2018 09:29:48
19861,56,14516,61,6,5,23/11/2018 09:30:26
19862,6,2303,34,5,3,23/11/2018 09:57:42
19863,6,6762,51,4,3,23/11/2018 10:13:07
19864,21,18544,66,5,1,23/11/2018 10:27:53
19865,58,13036,40,2,5,23/11/2018 10:33:33
19866,3,192,46,4,5,23/11/2018 10:47:11
19867,71,24426,48,2,1,23/11/2018 11:14:55
19868,67,8963,37,8,4,23/11/2018 11:22:48
19869,40,14842,35,6,4,23/11/2018 12:27:06
19870,45,14666,49,7,1,23/11/2018 12:40:49
19871,61,24801,66,6,5,23/11/2018 13:09:54
19872,31,11118,53,2,1,23/11/2018 13:20:28
19873,4,1129,46,2,3,23/11/2018 13:41:55
19874,16,28227,43,7,2,23/11/2018 14:56:05
19875,42,23709,59,2,2,23/11/2018 15:03:54
19876,65,2019,50,9,1,23/11/2018 15:47:02
19877,20,345,34,4,2,23/11/2018 17:39:31
19878,68,16752,40,1,1,23/11/2018 17:41:58
19879,6,22121,67,9,5,23/11/2018 20:30:02
19880,53,3803,35,2,5,23/11/2018 23:04:39
19881,66,24547,35,5,3,24/11/2018 00:32:15
19882,23,16422,50,4,4,24/11/2018 00:53:46
19883,17,22984,37,5,4,24/11/2018 00:59:22
19884,12,25307,39,6,5,24/11/2018 01:32:22
19885,48,7274,49,5,3,24/11/2018 01:42:46
19886,71,9219,38,9,1,24/11/2018 02:49:06
19887,16,23501,39,6,1,24/11/2018 02:57:59
19888,70,28432,34,6,3,24/11/2018 03:21:56
19889,58,22803,47,2,3,24/11/2018 04:10:27
19890,42,3857,35,7,5,24/11/2018 04:22:51
19891,65,25793,38,6,1,24/11/2018 06:06:25
19892,36,11958,55,9,5,24/11/2018 06:57:20
19893,49,16301,46,5,4,24/11/2018 07:25:09
19894,11,9853,53,7,4,24/11/2018 07:26:57
19895,62,17073,57,2,3,24/11/2018 07:29:38
19896,20,9882,49,1,4,24/11/2018 09:24:29
19897,53,29618,63,8,4,24/11/2018 09:47:56
19898,5,7937,38,4,2,24/11/2018 10:05:03
19899,51,10902,57,7,5,24/11/2018 10:46:12
19900,58,14425,67,1,4,24/11/2018 11:22:56
19901,9,24207,62,7,4,24/11/2018 11:30:28
19902,34,18462,37,4,1,24/11/2018 12:01:30
19903,46,23022,34,8,3,24/11/2018 13:02:33
19904,23,14685,56,6,3,24/11/2018 13:28:34
19905,26,16713,38,1,5,24/11/2018 14:51:34
19906,57,11661,45,8,1,24/11/2018 15:03:25
19907,19,7936,58,8,2,24/11/2018 15:50:52
19908,63,24685,41,3,2,24/11/2018 17:25:17
19909,8,6293,41,7,2,24/11/2018 17:33:56
19910,40,3306,48,1,2,24/11/2018 17:55:24
19911,25,614,59,1,4,24/11/2018 17:58:26
19912,58,13477,56,7,3,24/11/2018 18:05:42
19913,16,3718,61,8,1,24/11/2018 18:48:19
19914,70,13103,48,7,1,24/11/2018 19:08:19
19915,35,2654,34,6,1,24/11/2018 19:10:29
19916,37,22189,51,9,1,24/11/2018 19:27:37
19917,53,24805,45,4,5,24/11/2018 20:16:50
19918,39,802,61,7,3,24/11/2018 21:10:29
19919,63,11081,50,2,5,24/11/2018 21:55:22
19920,61,23399,43,7,5,24/11/2018 22:52:12
19921,37,21751,34,1,3,24/11/2018 23:06:19
19922,50,18293,56,4,3,24/11/2018 23:47:21
19923,34,22468,48,1,3,24/11/2018 23:50:18
19924,16,24219,39,3,4,25/11/2018 00:53:12
19925,62,16149,61,1,1,25/11/2018 01:28:02
19926,21,29929,64,5,2,25/11/2018 01:47:15
19927,35,4800,42,7,1,25/11/2018 01:57:24
19928,27,25584,63,4,1,25/11/2018 02:37:50
19929,56,12817,38,8,4,25/11/2018 02:41:36
19930,13,21573,42,7,4,25/11/2018 02:42:18
19931,14,20694,40,9,2,25/11/2018 02:43:31
19932,46,5350,60,1,1,25/11/2018 02:50:53
19933,65,25503,65,2,3,25/11/2018 03:09:23
19934,7,2808,61,4,3,25/11/2018 03:44:16
19935,5,5597,34,3,2,25/11/2018 04:24:40
19936,34,25647,63,4,1,25/11/2018 05:09:21
19937,33,28085,65,2,1,25/11/2018 06:27:46
19938,21,18959,39,7,5,25/11/2018 07:15:45
19939,30,27699,64,5,1,25/11/2018 09:23:23
19940,17,29515,40,1,2,25/11/2018 09:51:27
19941,21,3724,44,6,5,25/11/2018 10:08:41
19942,30,14382,59,1,2,25/11/2018 12:26:15
19943,9,11611,57,7,3,25/11/2018 13:02:28
19944,39,27250,53,4,5,25/11/2018 14:10:39
19945,61,28926,67,3,2,25/11/2018 14:35:38
19946,20,15589,66,9,4,25/11/2018 15:22:40
19947,54,9298,66,2,2,25/11/2018 16:21:24
19948,69,1335,35,8,2,25/11/2018 16:47:31
19949,51,29741,39,6,4,25/11/2018 16:56:25
19950,38,16651,45,2,5,25/11/2018 17:08:44
19951,43,26766,44,7,5,25/11/2018 17:36:00
19952,65,20317,52,4,3,25/11/2018 18:26:55
19953,12,22784,39,3,4,25/11/2018 20:06:59
19954,38,16693,64,2,1,26/11/2018 00:39:35
19955,58,4883,57,9,2,26/11/2018 00:47:34
19956,39,27963,41,7,4,26/11/2018 01:18:42
19957,38,17260,63,3,4,26/11/2018 02:42:11
19958,65,1236,52,1,2,26/11/2018 03:19:05
19959,69,28308,44,3,4,26/11/2018 03:19:47
19960,24,2518,48,3,5,26/11/2018 03:24:26
19961,30,21786,37,7,1,26/11/2018 03:52:48
19962,55,16840,36,8,3,26/11/2018 04:13:59
19963,2,3674,51,9,4,26/11/2018 04:23:53
19964,18,27711,60,3,5,26/11/2018 04:27:23
19965,29,28844,57,7,5,26/11/2018 05:23:00
19966,15,9735,56,9,5,26/11/2018 05:57:17
19967,18,20014,42,9,2,26/11/2018 06:13:50
19968,38,17664,67,6,5,26/11/2018 07:37:51
19969,69,9177,54,6,5,26/11/2018 08:00:45
19970,68,17278,41,3,2,26/11/2018 09:11:50
19971,70,13394,56,2,3,26/11/2018 10:36:21
19972,15,12272,41,2,2,26/11/2018 10:43:56
19973,49,3851,52,8,3,26/11/2018 11:47:18
19974,68,3575,52,6,2,26/11/2018 11:52:20
19975,52,4337,67,4,2,26/11/2018 11:58:16
19976,30,9514,66,9,1,26/11/2018 12:03:29
19977,18,18260,36,1,5,26/11/2018 12:04:55
19978,39,10180,49,6,3,26/11/2018 13:33:44
19979,70,14704,35,7,1,26/11/2018 14:10:41
19980,31,25433,44,5,2,26/11/2018 14:13:36
19981,31,14747,49,5,4,26/11/2018 14:31:56
19982,11,7381,44,1,5,26/11/2018 14:32:41
19983,55,6134,44,2,3,26/11/2018 14:35:52
19984,44,17430,36,4,1,26/11/2018 14:49:45
19985,14,12417,42,9,2,26/11/2018 16:00:13
19986,4,3098,56,6,3,26/11/2018 16:01:07
19987,17,20133,58,5,2,26/11/2018 16:33:22
19988,28,19251,53,7,4,26/11/2018 16:52:37
19989,29,3556,66,4,2,26/11/2018 17:38:42
19990,61,11276,39,2,5,26/11/2018 18:50:22
19991,4,14247,39,9,3,26/11/2018 19:19:36
19992,32,3492,56,1,5,26/11/2018 20:49:32
19993,57,1912,42,1,1,26/11/2018 21:33:40
19994,36,3301,42,9,1,26/11/2018 21:42:14
19995,15,13070,43,9,3,26/11/2018 22:51:50
19996,41,22868,34,6,3,26/11/2018 23:58:53
19997,34,15298,59,4,4,27/11/2018 00:26:11
19998,48,22129,42,2,5,27/11/2018 02:44:10
19999,16,18192,43,4,2,27/11/2018 03:03:01
20000,27,18182,47,3,3,27/11/2018 03:05:22
20001,39,13217,56,6,2,27/11/2018 03:49:35
20002,61,21024,45,6,2,27/11/2018 03:56:30
20003,70,18353,66,1,1,27/11/2018 04:28:31
20004,16,18062,63,6,2,27/11/2018 05:21:46
20005,62,21158,36,1,3,27/11/2018 05:48:23
20006,10,24939,38,1,5,27/11/2018 05:57:56
20007,51,13502,43,5,3,27/11/2018 06:05:28
20008,38,20696,64,9,5,27/11/2018 06:58:29
20009,17,8796,38,8,2,27/11/2018 07:41:41
20010,12,21639,43,4,3,27/11/2018 09:09:52
20011,6,11740,44,8,3,27/11/2018 10:50:49
20012,25,12873,57,9,4,27/11/2018 11:03:20
20013,41,22867,47,5,1,27/11/2018 13:29:05
20014,35,592,60,1,3,27/11/2018 13:48:42
20015,49,1288,57,5,4,27/11/2018 14:22:55
20016,71,21692,41,6,2,27/11/2018 14:32:12
20017,6,11159,34,6,3,27/11/2018 15:17:38
20018,29,10585,37,5,3,27/11/2018 16:11:19
20019,11,8303,61,1,1,27/11/2018 16:23:49
20020,5,15426,49,6,4,27/11/2018 16:51:18
20021,61,5996,40,9,1,27/11/2018 16:53:00
20022,63,326,41,3,3,27/11/2018 17:35:01
20023,22,21052,55,7,4,27/11/2018 18:20:48
20024,14,28316,63,7,2,27/11/2018 18:55:53
20025,13,9836,52,4,2,27/11/2018 19:52:57
20026,56,27255,43,1,1,27/11/2018 20:13:40
20027,24,10251,54,9,2,27/11/2018 21:22:09
20028,6,12153,49,3,2,27/11/2018 22:33:48
20029,48,1153,64,3,4,27/11/2018 23:16:54
20030,45,29353,34,1,1,28/11/2018 00:33:27
20031,23,17182,49,3,4,28/11/2018 01:23:51
20032,37,17598,67,3,3,28/11/2018 01:40:45
20033,13,8310,57,4,4,28/11/2018 02:52:24
20034,16,20246,40,9,3,28/11/2018 03:04:11
20035,10,394,67,3,5,28/11/2018 03:05:46
20036,15,26599,59,6,4,28/11/2018 03:15:04
20037,20,20585,36,2,2,28/11/2018 03:29:21
20038,68,12729,59,3,1,28/11/2018 03:59:37
20039,51,4852,61,5,5,28/11/2018 04:16:43
20040,28,5394,67,3,5,28/11/2018 05:01:43
20041,71,4713,50,5,1,28/11/2018 05:05:44
20042,71,12239,65,7,3,28/11/2018 05:50:49
20043,13,22445,44,7,3,28/11/2018 06:28:11
20044,68,26107,52,3,4,28/11/2018 06:42:59
20045,43,3896,66,1,2,28/11/2018 06:46:36
20046,14,3367,59,7,5,28/11/2018 07:00:38
20047,19,17648,41,2,5,28/11/2018 07:05:53
20048,5,19377,43,5,5,28/11/2018 08:45:14
20049,27,17709,65,5,5,28/11/2018 09:00:16
20050,11,4568,55,3,2,28/11/2018 09:27:11
20051,15,3640,42,8,3,28/11/2018 09:48:27
20052,36,9817,67,4,5,28/11/2018 10:56:21
20053,17,26230,50,2,2,28/11/2018 11:09:17
20054,3,3447,40,4,3,28/11/2018 11:30:59
20055,17,1272,52,3,2,28/11/2018 11:58:39
20056,35,4946,38,8,4,28/11/2018 12:13:29
20057,31,3407,47,1,3,28/11/2018 13:14:22
20058,43,18372,35,3,3,28/11/2018 13:37:30
20059,30,9167,58,9,3,28/11/2018 14:51:14
20060,27,28145,50,9,1,28/11/2018 15:29:59
20061,54,28942,48,1,3,28/11/2018 15:31:38
20062,57,16430,66,5,2,28/11/2018 15:59:39
20063,48,7126,44,4,1,28/11/2018 16:42:09
20064,41,3176,55,1,5,28/11/2018 16:54:12
20065,16,27935,43,1,1,28/11/2018 17:08:14
20066,3,26969,63,9,4,28/11/2018 17:52:27
20067,15,10915,58,1,4,28/11/2018 18:52:29
20068,69,18866,66,7,5,28/11/2018 18:56:03
20069,6,25710,43,1,5,28/11/2018 19:20:01
20070,16,26265,53,3,3,28/11/2018 19:21:03
20071,69,10420,44,9,3,28/11/2018 19:33:23
20072,65,18081,67,7,2,28/11/2018 20:34:38
20073,24,18848,41,3,3,28/11/2018 20:59:46
20074,19,11223,55,1,2,28/11/2018 22:08:48
20075,56,8504,61,4,3,29/11/2018 01:23:27
20076,56,24252,63,1,3,29/11/2018 01:30:16
20077,31,25413,66,7,4,29/11/2018 02:08:38
20078,7,14228,47,9,2,29/11/2018 03:05:27
20079,63,28038,49,4,5,29/11/2018 03:17:46
20080,11,21542,58,7,4,29/11/2018 03:18:14
20081,15,25466,66,7,1,29/11/2018 04:29:47
20082,52,12829,38,3,3,29/11/2018 04:48:59
20083,42,19145,38,8,5,29/11/2018 05:20:16
20084,55,9028,37,9,2,29/11/2018 05:28:42
20085,60,5188,63,1,1,29/11/2018 05:35:20
20086,64,12984,61,3,1,29/11/2018 05:40:16
20087,46,1784,40,8,2,29/11/2018 05:43:14
20088,57,16645,52,4,3,29/11/2018 06:27:01
20089,17,25400,54,5,1,29/11/2018 06:36:15
20090,13,9818,40,9,1,29/11/2018 08:16:03
20091,71,18060,40,2,2,29/11/2018 08:38:24
20092,43,8897,67,5,5,29/11/2018 09:27:02
20093,65,15740,57,7,2,29/11/2018 09:52:54
20094,3,14717,44,8,4,29/11/2018 10:12:27
20095,34,1777,44,9,1,29/11/2018 13:06:15
20096,58,29332,61,5,1,29/11/2018 14:20:04
20097,25,12809,47,9,5,29/11/2018 14:41:00
20098,24,8422,59,4,1,29/11/2018 14:45:57
20099,23,2111,56,7,3,29/11/2018 17:26:03
20100,5,7939,64,5,3,29/11/2018 17:28:28
20101,37,12691,36,6,2,29/11/2018 17:34:19
20102,67,6015,37,7,3,29/11/2018 18:13:39
20103,49,22880,38,2,2,29/11/2018 18:23:58
20104,13,29735,50,2,1,29/11/2018 18:38:58
20105,5,11261,37,8,1,29/11/2018 19:14:44
20106,71,26469,46,3,2,29/11/2018 19:34:31
20107,36,8346,63,2,3,29/11/2018 19:35:14
20108,50,2565,59,1,4,29/11/2018 19:41:30
20109,42,12089,66,4,4,29/11/2018 21:19:33
20110,28,19218,65,4,3,29/11/2018 21:20:05
20111,16,1105,44,2,5,29/11/2018 21:21:57
20112,41,18572,44,9,3,29/11/2018 21:31:13
20113,8,26351,66,7,3,29/11/2018 21:56:39
20114,53,25676,51,9,4,29/11/2018 22:45:24
20115,67,7789,58,4,3,29/11/2018 23:45:06
20116,29,24314,64,7,1,30/11/2018 00:05:12
20117,26,18932,54,1,1,30/11/2018 00:22:31
20118,4,12218,39,2,2,30/11/2018 00:31:16
20119,39,2944,66,7,3,30/11/2018 03:07:41
20120,55,3179,67,2,3,30/11/2018 03:24:38
20121,66,446,65,6,2,30/11/2018 04:23:15
20122,6,6372,41,8,3,30/11/2018 06:02:35
20123,30,20268,51,2,1,30/11/2018 08:16:40
20124,2,18846,44,9,4,30/11/2018 08:59:12
20125,58,27125,58,3,5,30/11/2018 09:15:36
20126,32,28139,65,2,1,30/11/2018 10:06:22
20127,47,3171,35,7,3,30/11/2018 10:50:22
20128,51,14569,47,9,2,30/11/2018 10:57:17
20129,57,22324,58,3,4,30/11/2018 14:05:26
20130,63,21340,67,9,4,30/11/2018 15:04:07
20131,11,29149,56,2,5,30/11/2018 15:44:06
20132,16,9026,60,9,5,30/11/2018 16:22:59
20133,7,11171,51,9,4,30/11/2018 16:41:49
20134,21,14377,44,2,5,30/11/2018 16:46:32
20135,68,17417,55,1,2,30/11/2018 16:56:51
20136,26,15410,48,7,3,30/11/2018 17:09:34
20137,27,22051,44,3,1,30/11/2018 18:44:27
20138,25,20672,42,3,5,30/11/2018 18:50:32
20139,49,15361,41,9,3,30/11/2018 20:07:58
20140,25,23255,50,2,5,30/11/2018 20:13:11
20141,48,21212,56,2,3,30/11/2018 20:44:58
20142,52,21213,36,6,3,30/11/2018 20:48:14
20143,23,429,62,7,3,30/11/2018 21:02:36
20144,63,8519,56,6,5,30/11/2018 21:40:43
20145,71,5369,52,5,4,30/11/2018 23:24:41
20146,35,3354,38,6,5,01/12/2018 00:18:41
20147,40,27543,39,3,1,01/12/2018 00:39:16
20148,8,4761,53,3,3,01/12/2018 01:25:02
20149,38,12054,37,9,3,01/12/2018 01:49:59
20150,41,3236,37,6,1,01/12/2018 02:25:21
20151,23,1336,59,5,5,01/12/2018 02:28:13
20152,29,14002,44,4,2,01/12/2018 02:37:06
20153,68,7444,63,3,5,01/12/2018 02:39:22
20154,22,23835,63,3,1,01/12/2018 04:21:56
20155,51,16250,54,5,4,01/12/2018 05:54:11
20156,14,16277,56,3,1,01/12/2018 06:23:23
20157,30,20304,38,8,4,01/12/2018 06:44:55
20158,35,13726,66,5,3,01/12/2018 07:00:50
20159,70,29196,43,3,5,01/12/2018 07:24:51
20160,25,3574,58,4,1,01/12/2018 07:43:16
20161,63,8081,58,9,1,01/12/2018 07:55:02
20162,11,8454,37,7,2,01/12/2018 07:57:48
20163,68,6519,49,5,5,01/12/2018 08:14:24
20164,48,24839,41,7,1,01/12/2018 08:28:47
20165,52,26188,62,4,5,01/12/2018 09:34:35
20166,47,11278,42,5,1,01/12/2018 09:37:19
20167,32,25907,50,6,5,01/12/2018 11:13:41
20168,11,22191,64,1,5,01/12/2018 12:56:17
20169,33,28291,58,1,3,01/12/2018 13:41:08
20170,12,9547,61,5,5,01/12/2018 14:04:09
20171,39,26898,62,1,2,01/12/2018 14:20:50
20172,16,27069,34,3,1,01/12/2018 15:35:26
20173,8,14564,48,2,3,01/12/2018 15:52:11
20174,15,5154,63,2,1,01/12/2018 17:41:27
20175,16,1883,36,8,1,01/12/2018 18:02:49
20176,57,18516,53,8,4,01/12/2018 18:08:27
20177,5,19918,58,8,5,01/12/2018 18:15:09
20178,37,7053,57,5,4,01/12/2018 18:15:48
20179,35,5141,66,7,2,01/12/2018 18:35:17
20180,67,16653,66,1,4,01/12/2018 18:41:25
20181,62,21570,34,5,3,01/12/2018 18:45:10
20182,38,8773,63,5,1,01/12/2018 20:44:38
20183,68,11054,47,1,3,01/12/2018 20:51:47
20184,39,15546,62,8,1,01/12/2018 21:37:03
20185,70,24044,53,3,4,01/12/2018 21:40:36
20186,29,23012,59,3,1,01/12/2018 21:55:33
20187,66,4742,48,6,1,01/12/2018 22:41:31
20188,28,25781,61,7,1,01/12/2018 23:34:03
20189,32,409,35,4,1,01/12/2018 23:55:44
20190,22,2730,56,8,4,02/12/2018 01:02:48
20191,44,2498,62,4,2,02/12/2018 01:06:46
20192,6,22760,37,5,2,02/12/2018 01:43:27
20193,10,19584,56,4,2,02/12/2018 02:35:26
20194,58,22130,49,6,3,02/12/2018 03:51:20
20195,61,6654,41,3,4,02/12/2018 04:13:27
20196,32,20728,58,4,5,02/12/2018 05:27:11
20197,54,243,57,3,5,02/12/2018 06:46:35
20198,25,6935,34,5,3,02/12/2018 07:03:49
20199,60,5803,36,1,4,02/12/2018 08:28:47
20200,33,28954,58,9,5,02/12/2018 08:30:51
20201,7,14306,43,3,5,02/12/2018 09:36:06
20202,58,25941,61,8,2,02/12/2018 09:38:11
20203,30,18138,38,9,1,02/12/2018 11:09:50
20204,62,13817,61,7,3,02/12/2018 11:28:07
20205,67,27138,48,8,2,02/12/2018 13:57:23
20206,56,13652,51,5,5,02/12/2018 15:22:00
20207,65,3011,63,7,3,02/12/2018 15:32:52
20208,27,159,54,4,3,02/12/2018 16:18:55
20209,27,23095,34,4,4,02/12/2018 16:36:54
20210,61,18387,52,8,1,02/12/2018 16:47:01
20211,24,12835,38,2,4,02/12/2018 17:00:18
20212,41,22049,46,6,4,02/12/2018 17:31:53
20213,57,23044,37,1,4,02/12/2018 17:36:50
20214,12,13859,36,2,4,02/12/2018 17:58:25
20215,42,7467,36,6,3,02/12/2018 19:48:50
20216,32,20824,36,5,2,02/12/2018 21:02:05
20217,62,24777,41,6,5,02/12/2018 21:25:40
20218,26,2455,53,2,3,02/12/2018 21:46:28
20219,55,3642,63,1,3,02/12/2018 21:52:50
20220,1,16330,54,5,3,02/12/2018 22:13:21
20221,66,12526,64,2,1,02/12/2018 22:23:34
20222,57,19947,37,2,5,02/12/2018 22:27:31
20223,57,26804,46,5,2,02/12/2018 22:44:27
20224,29,4658,56,1,3,02/12/2018 22:50:24
20225,40,24547,51,2,5,02/12/2018 22:53:06
20226,60,22750,66,2,5,03/12/2018 00:48:46
20227,64,16203,49,3,5,03/12/2018 01:33:08
20228,1,26178,40,4,2,03/12/2018 01:44:03
20229,17,1384,34,7,4,03/12/2018 02:33:15
20230,61,28348,40,2,2,03/12/2018 03:20:25
20231,18,5011,52,4,5,03/12/2018 04:19:34
20232,33,1273,41,7,3,03/12/2018 04:28:12
20233,8,14228,65,8,4,03/12/2018 05:01:14
20234,27,28221,60,4,2,03/12/2018 05:46:35
20235,17,18256,67,5,4,03/12/2018 06:47:17
20236,11,19112,58,3,1,03/12/2018 06:58:01
20237,64,26878,67,3,2,03/12/2018 07:21:40
20238,71,27195,53,3,3,03/12/2018 07:24:56
20239,24,1346,43,2,3,03/12/2018 07:47:02
20240,29,11836,55,2,1,03/12/2018 08:04:06
20241,54,25061,53,4,4,03/12/2018 08:54:32
20242,37,6114,57,6,5,03/12/2018 09:40:48
20243,33,4497,49,6,5,03/12/2018 10:11:24
20244,37,19285,51,2,3,03/12/2018 11:22:47
20245,18,21690,66,9,1,03/12/2018 11:28:12
20246,40,4372,39,7,3,03/12/2018 13:04:24
20247,64,3999,43,6,4,03/12/2018 14:01:21
20248,39,27503,43,9,1,03/12/2018 14:10:01
20249,10,26866,49,4,3,03/12/2018 16:05:35
20250,59,28349,38,9,4,03/12/2018 16:18:24
20251,63,4108,58,6,2,03/12/2018 16:45:34
20252,35,11604,46,9,1,03/12/2018 16:46:01
20253,61,20310,37,1,2,03/12/2018 17:13:45
20254,52,26656,40,9,2,03/12/2018 17:57:48
20255,53,23677,41,2,2,03/12/2018 18:11:09
20256,60,5378,42,9,4,03/12/2018 18:44:12
20257,43,5039,61,5,4,03/12/2018 19:07:27
20258,64,8328,38,7,5,03/12/2018 19:48:43
20259,25,1140,40,6,3,03/12/2018 21:37:54
20260,19,26926,46,5,3,03/12/2018 22:39:04
20261,71,12555,45,7,3,04/12/2018 02:29:05
20262,30,11535,64,6,1,04/12/2018 04:14:25
20263,28,10913,60,5,2,04/12/2018 04:57:24
20264,62,11565,46,6,5,04/12/2018 05:05:50
20265,64,12984,45,5,5,04/12/2018 05:55:15
20266,14,17219,43,3,4,04/12/2018 06:54:23
20267,22,29467,54,5,2,04/12/2018 07:28:04
20268,4,18358,35,6,4,04/12/2018 07:31:40
20269,44,1079,42,9,3,04/12/2018 08:50:39
20270,36,26519,34,3,5,04/12/2018 10:00:13
20271,22,17893,66,1,3,04/12/2018 10:00:16
20272,57,14502,45,7,4,04/12/2018 10:43:18
20273,29,20083,65,8,1,04/12/2018 11:43:16
20274,40,21585,57,5,2,04/12/2018 11:47:15
20275,68,9982,65,2,4,04/12/2018 12:07:19
20276,25,2233,54,7,4,04/12/2018 12:30:07
20277,23,26056,48,5,2,04/12/2018 13:26:14
20278,47,11544,62,9,2,04/12/2018 13:43:39
20279,16,23620,57,9,4,04/12/2018 14:33:16
20280,29,20476,38,8,3,04/12/2018 14:44:12
20281,13,3368,44,6,1,04/12/2018 15:01:42
20282,63,8206,43,3,3,04/12/2018 15:33:13
20283,18,20296,62,9,4,04/12/2018 16:21:10
20284,17,10572,63,4,3,04/12/2018 16:30:19
20285,53,3427,40,9,1,04/12/2018 16:34:07
20286,45,8644,65,9,1,04/12/2018 16:37:27
20287,53,21634,35,9,2,04/12/2018 16:40:10
20288,21,6318,65,2,5,04/12/2018 16:45:29
20289,63,22837,48,9,4,04/12/2018 16:46:07
20290,2,1045,38,6,2,04/12/2018 18:32:26
20291,32,1828,59,9,5,04/12/2018 19:55:09
20292,6,14864,35,7,3,04/12/2018 19:56:00
20293,10,531,52,7,2,04/12/2018 20:56:15
20294,64,24356,50,5,4,04/12/2018 21:40:32
20295,31,1087,59,5,5,04/12/2018 22:06:48
20296,57,16254,66,7,5,04/12/2018 22:56:20
20297,28,7709,61,3,3,04/12/2018 23:20:07
20298,58,28015,41,6,2,04/12/2018 23:27:01
20299,39,9740,41,1,5,04/12/2018 23:59:37
20300,27,10526,45,4,3,05/12/2018 00:21:50
20301,58,6450,37,9,4,05/12/2018 00:44:29
20302,59,17529,41,6,3,05/12/2018 00:50:35
